# h,k,F.real,F.imag
5, -2, 1.139620e-15, 4.440892e-15
5, -1, 3.108624e-15, 2.914335e-15
5, 0, -1.038061e-14, -3.819167e-14
5, 1, -9.769963e-15, -6.661338e-16
5, 2, 1.008276e-14, 8.881784e-16
5, 3, 4.884981e-15, -2.164935e-15
5, 4, -2.240628e-14, 3.641532e-14
5, 5, 4.440892e-16, 2.449236e-14
5, 6, -2.909928e-14, 9.769963e-15
5, 7, 3.996803e-15, 1.221245e-15
5, 8, -9.213813e-15, -2.264855e-14
5, 9, -7.105427e-15, -5.732555e-15
5, 10, 7.093219e-15, -7.327472e-15
5, 11, -4.884981e-15, 2.720046e-15
5, 12, -2.208625e-15, 7.993606e-15
5, 13, -1.998401e-15, -1.526414e-15
5, 14, -2.430664e-15, 1.243450e-14
6, -14, 6.839911e+00, 1.010175e-14
6, -13, -8.122096e-15, -2.220446e-16
6, -12, 3.262460e+00, -2.637075e-15
6, -11, -2.718222e-15, -8.992806e-15
6, -10, 9.150208e+00, 6.084058e-15
6, -9, 4.325862e-15, 6.661338e-16
